title,author,genre,summary,excerpt,rating,book_id,sentiment,pos_score,neg_score,neu_score,rating_bucket,gold_label
"Tales from the night rainbow =: Moolelo o na po makole : the story of a woman, a people, and an island : an oral history of Kailiohe Kameekua of Kamalo, Molokai, 1816-1931",['Wade Graham'],['History'],"Braided Waters sheds new light on the relationship between environment and society by charting the history of Hawaii’s Molokai island over a thousand-year period of repeated settlement. From the arrival of the first Polynesians to contact with eighteenth-century European explorers and traders to our present era, this study shows how the control of resources—especially water—in a fragile, highly variable environment has had profound effects on the history of Hawaii. Wade Graham examines the ways environmental variation repeatedly shapes human social and economic structures and how, in turn, man-made environmental degradation influences and reshapes societies. A key finding of this study is how deep structures of place interact with distinct cultural patterns across different societies to produce similar social and environmental outcomes, in both the Polynesian and modern eras—a case of historical isomorphism with profound implications for global environmental history.","This is the true source of the wonderful Bowl of Light story. It is the story of the ka'ula or prophetess from Molokai, Makaweliweli, told in the authentic voice of the last of her students, Kaili`ohe Kame`ekua. It is about the ancient Hawaiian spirituality, before kapu. It is about the true mystical, magical place where love ruled and men lived as brothers. Another review suggests this is about life after the Tahitian conquest, but although Kaili'ohe lived after the conquest, she retained the ways of her ancestors, the mo'o clan. A treasure!",5.0,81121,POS,0.5442514419555664,0.0022532071452587843,0.4534953832626343,positive,POS
Principles of Pharmacology,"['David E. Golan', 'Armen H. Tashjian', 'Ehrin J. Armstrong']",['Medical'],"Now in its third edition, Principles of Pharmacology presents content in a conceptual framework that maximizes understanding and retention and minimizes rote memorization. It takes students ""beyond the disease"" and deep into physiologic, biochemical, and pathophysiologic systems where drugs activate or inhibit these systems by interacting with molecular and cellular targets. This unique approach ensures understanding of the mechanisms of drug actions on the body, and ultimately, in treating the human patient. Ideal for introductory pharmacology courses that emphasize critical thinking, molecular understanding, systems-based integration, and clinical preparation, the text: Features chapter-opening clinical cases and questions to establish a context for the discussion and the answers that follow Presents signature drug summary tables, updated and organized by mechanism of action, with information on clinical applications, adverse effects, contraindications, and therapeutic considerations Incorporates NEW full-color illustrations throughout, suiting the needs of visual learners and more effectively presenting concepts covered in the narrative Integrates timely content, including recently approved drugs as well as current research on drug mechanisms of action Delivers course and review material appropriate for students through a uniquely collaborative authorship consisting of medical students, residents, and faculty","Exceptional for learning the basics. I had a few all-important concepts that I just couldn't get: G-proteins, the anterior pituitary hormones, and the alpha/beta/cholinergic agonists and antagonists. After struggling to learn each of these several times from lecture notes and other books, I turned to this book. It worked well for me because it teaches in a conceptual way and helps develop your understanding of the material. It will take a little more time, but if this is the way you learn, it will really help.I went back to this book many times when I ran into difficult questions reviewing for Step 1 and realized that I didn't really understand the basic concepts.Not the book to use the night before your pharm exam: for that, I'd use the small Katzung and Trevor.",5.0,184267,POS,0.9531316757202148,0.0020775774028152227,0.044790808111429214,positive,POS
"Harlow, an intimate biography",['Irving Shulman'],['Biography & Autobiography'],"Harlow, An Intimate Biography, is the biography of Jean Harlow, the first of the typically American love goddesses as well as a presentation of the big-studio feudalism of the Thirties and a near sociological consideration of that American phenomenon, the sex symbol devised for mass consumption.","Ugh!! Along with Shulman's ""Valentino,"" one of the worst movie star biographies I've ever read. Harlow is reduced to a breast-bearing harpie, not to mention poor Paul Bern, whose reputation is utterly trashed. Written as though the writer were present for every intimate moment of Harlow's life, it offers no reliable information. I cannot believe this was the story of Harlow's agent, Arthur Landau. Avoid this hysterical trash and read David Stenn's ""Bombshell"" instead, a more balanced and sane look at Harlow.",1.0,11476,NEG,0.002796886023133993,0.9786065816879272,0.018596438691020012,negative,NEG
Richmond Burning: The Last Days of the Confederate Capital,['Nelson Lankford'],['History'],"Nelson Lankford draws upon Civil War-era diaries, letters, memoirs, and newspaper reports to vividly recapture the experiences of the men and women, both black and white, who witnessed the tumultuous fall of Richmond. In April 1865 General Robert E. Lee realized that his army must retreat from the Confederate capital and that Jefferson Davis's government must flee. As the Southern soldiers moved out they set the city on fire, leaving a blazing ruin to greet the entering Union troops. The city's fall ushered in the birth of the modern United States. Lankford's exploration of this pivotal event is at once an authoritative work of history and a stunning piece of dramatic prose.","I did not read this book as a Civil War buff, but from an interest in the city of Richmond, Virginia. In the first 50 pages or so I struggled with Lankford's frustrating insistence on inserting seldom used words. Some were in my dictionary and I learned a new word or two....However, after that point none of the strange/unusual words showed up anymore, Lankford settling down to recounting a story of the end of the Civil War as it occured in Richmond, through the use of extemely well researched information that is laid out in timeline fashion, in a matter of fact manner. One gets the viewpoints from the Yankees and the Rebels alike. Was interesting and scholarly...",3.0,43900,NEU,0.023436302319169044,0.35375794768333435,0.6228057742118835,neutral,POS
Search Engine Visibility,['Shari Thurow'],['Computers'],"Search Engine Visibility is about designing, writing, and creating a web site primarily for a site's visitors, and helping them find what they are searching for via the major search engines, directories, and industry-related sites. This book teaches developers, designers, programmers, and online marketers what pitfalls to avoid from the beginning so they can provide their clients with more effective site designs. It includes up-to-date information on new developments such as blogs, video and podcasts, web applications and more.",...I really enjoyed her enthusiasm and knowledge on search engines and the internet. I strongly recommend this book for everyone who owns or designs websites. It will definitely teach you how to increase your websites exposure and how to rank higher on keyword search results. It have already started to see positive results on my website ...,5.0,75815,POS,0.9924635887145996,0.0015979947056621313,0.005938377697020769,positive,POS
The Flash MX Project (Voices),['Cheryl Brumbaugh-Duncan'],['Computers'],"This book is broken up into a collection of hands-on seminars that each focus on teaching a specific aspect of Flash MX. The author begins each seminar by teaching core concepts and techniques. Then, in the workshop, she takes the reader step by step through applying those concepts and techniques to an actual Flash movie. By working through the book cover to cover, you can build an entire Flash web site that includes compelling graphics and animation, audio and video, ActionScript-driven activities, games and personalization, components, and XML-driven forms.","Don't let the project site developed in this book mislead you. Though its style and design are aimed to a very young audience, learning by developing the site touches on every feature of Flash MX, even the up-town, whiz-bang, o-so-cool features used in the most sophisticated Flash sites, so, rather than ooohing and wowing over dazzling effects, you actually delve into the foundational concepts and techniques of creating a Flash site.The explanations are clear, and the instructions concise. For those who have never created a Flash file or site, but who have a million ideas to impliment, this book is invaluable.",5.0,129152,NEU,0.47603750228881836,0.005384963005781174,0.5185775756835938,positive,POS
To See Your Face Again,['Eugenia Price'],['Fiction'],"The second installment in the Savannah Quartet saga traces the romance between Burke Latimer, a Southern tycoon who loses his fortune, and Natalie Browning, who follows the ruined Latimer to Savannah in hopes of marriage. Reprint.","If you're looking for some decent historical fiction, keep looking unless you like shallow, stereotyped, obnoxious characters, wooden dialogue that reads like it was written by a talented child, and completely implausible plotlines.A 70 year old man slavishly taking orders from a bratty 16 year old girl? Another man falling wildly in love with her after having known her only for a few hours (during which time she behaves like a complete jerk) and having absolutely nothing in common with her? Give me a break. The characters that weren't actively obnoxious were either weak and wishy washy (Mark, William, Caroline) or preachy (Eliza, Victoria). They were all so unlikeable I found myself wishing they'd all gone down with the ship, including the ones who stayed on shore.Ms. Price seemed to have done a good job researching the period and the historical descriptions are well done. Unfortunately this doesn't make up for the book's other major flaws.",1.0,137455,NEG,0.0031202451791614294,0.9420657753944397,0.05481395870447159,negative,NEG
THE POWER OF PRAYER,['R.A. Torrey'],['Religion'],"Ye have not, because ye ask not (James 4:2). I BRING YOU A MESSAGE FROM GOD contained in seven short words. Six of the seven words are monosyllables, and the remaining word has but two syllables and is one of the most familiar and most easily understood words in the English language. Yet there is so much in these seven short, simple words that they have transformed many a life and brought many an inefficient worker into a place of great power. I spoke on these seven words some years ago at a Bible conference in central New York. Some months after the conference, I received a letter from the man who had presided at the conference, one of the best-known ministers of the gospel in America. He wrote me, “I have been unable to get away from the seven words on which you spoke at Lake Keuka, they have been with me day and night. They have transformed my ideas, transformed my methods, transformed my ministry.” The man who wrote those words has since been the pastor of what is probably the most widely known of any evangelical church in the world. I trust that the words may sink into some of your hearts today as they did into his on that occasion and that some of you will be able to say in future months and years, “I have been unable to get away from those seven words, they nave seen with me day and night. They have transformed my ideas, transformed my methods, transformed my life, and transformed my service for God.”","I recently read this collection of essays, and I must say it has drawn me to do research in other aspects of faith and spirituality. This collection looks at prayer from a lot of various points of view. It tends to see prayer in all actions as opposed to an action. It really made me think.",5.0,156479,POS,0.8256072998046875,0.0019387862412258983,0.1724538803100586,positive,POS
The High Mountains of the Alps,"['Helmut Dumler', 'Willi P. Burkhardt']",['Sports & Recreation'],"Describes each major peak, looks at climbing routes and approaches, and discusses the history of mountaineering in the Alps","Even though I'm a mountaineer, climber and photographer, I didn't feel like I knew very much about the high Alps until I got this book. Most of what you might see on this side of the globe about the Alps is directed at the casual tourist who hardly leaves the valleys and the pavement. This book is quite different in that it's aimed primarily at the mountaineer, adventurer and lover of high alpine wilderness.Each of the several dozen high peaks gets generally 4-8 pages which have basic info about the peak, the story (brief) of its first ascent(s), as well as the later climbing history of its other routes and walls, plus a condensed box with route gradings and descriptions, needed maps, nearby avenues of approach from civilization, available huts and the like -- all the vital info you'd seem to need if you were going in to tackle one of these beauties.The whole thing is illustrated profusely with photos which are both very informative and stunning in their beauty. Even if you have no interest in climbing, the book is worth the price just for its photos alone. Yes, this technically makes it a coffee table book, but unlike any other I've seen. Each turn of the page makes you think *this* peak is *the* most beautiful -- until you get to the next one. I especially liked the way many of the photos (at least one for each peak, usually two) are presented in an annotated, line-sketch form so you can see exactly where the routes which are described in the text lie on the various hi-res photos (many taken from the air or adjacent high routes).This book has so much going for it that it's few flaws don't pull it down out of the 5-star category: 1) I believe the english edition is a translation from the german original; it's a very good translation, but the book assumes a certain familiarity with the subject matter and the region which would have benefited from a glossary and an extra sentence here and there. 2) Each geographical section of the Alps is only allowed one (pretty decent) map, so for a given peak you may be flipping back and forth 50+ pages alot. 3) There's nothing explaining the climb gradings. It wasn't until I compared some of the photos showing climbers (roped) on the actual routes with the descriptions in the text and the gradings (in the condensed box) that I realized a class III climb in the Alps is not the same as one here in the Rockies; I believe the book uses the UIAA system (where a III is the same as a 5.3 or 5.4 on the Yosemite Decimal System); this is an important oversight since someone could seriously underestimate the difficulty and think they were headed for a walk-up when in fact a technical climb lay ahead. I've never seen a climbing guide (though this is so much more) where the difficulty grades were not explained with at least a paragraph or two. I'm still confused about what the &quot;AD+&quot; type ratings included along with the roman numerals are meant to signify. In other words, the book's abundant climbing info is less accessible here in the US than one might have wished.",5.0,37992,NEU,0.301959365606308,0.0041917129419744015,0.6938489079475403,positive,POS
The Flash MX Project (Voices),['Cheryl Brumbaugh-Duncan'],['Computers'],"This book is broken up into a collection of hands-on seminars that each focus on teaching a specific aspect of Flash MX. The author begins each seminar by teaching core concepts and techniques. Then, in the workshop, she takes the reader step by step through applying those concepts and techniques to an actual Flash movie. By working through the book cover to cover, you can build an entire Flash web site that includes compelling graphics and animation, audio and video, ActionScript-driven activities, games and personalization, components, and XML-driven forms.","GLARING OMMISSIONS, COUNTLESS TYPOS, FAULTY AI FILES. AVOID THIS BOOK @ ALL COSTS",1.0,129152,NEG,0.0030984797049313784,0.9809616208076477,0.01593998819589615,negative,NEG
Codes galore (HiMAP),"['Nancy Crisler', 'Gary Froelich']",['Mathematics'],"Listen here for author Nancy Crisler's introduction to Discrete Mathematics Through Applications. Written specifically for high school courses, Discrete Mathematics Through Applications is designed to help you put the established NCTM Standards for Discrete Math to work in your classroom, in a way that promotes active learning, critical thinking, and fully-engaged student participation. With this text, students will see the connections among mathematical topics and real-life events and situations, while sharpening their problem solving, mathematical reasoning and communication skills. The new edition adds new topics and significantly revised exercise sets and enhanced supplements.","Way before the Pulitzer, back in the work shirt and jeans days before Sportswriter, I developed a real hunger for every word being published by Richard Ford. It was a great satisfaction for me when significant recognition arrived for him. As a deep fan I seized Women With Men as soon as it came out. But I'm sad to say the book disappointed me.In the Paris stories, gloomy and forlorn are perfectly acceptable, but insufficient. A good dose of Paris would help, but Paris just isn't there the way Oaxaca was there in The Ultimate Good Luck, or the way New Jersey and New York State were there in Sportswriter and Independence Day. Except for some cliched Left Bank geographical references, Womanizer and Occidentals could both be set in Binghamton, and would be better stories as real Binghamton than fake Paris.The Paris stories seem like a couple of false-start fragments of a novel which never got off the ground. Kind of strange that in each of them the narrator is surprised to note that Paris is in the North, and not the middle.Jealous is an old-fashioned Ford story which feels like a remnant of the material from which Wildlife was sculpted. Perhaps I'm blind or dense, but I can't figure out why Jealous is stuck in there between Womanizer and Occidentals. Of course if this were an absolutely random selection of three prime quality Ford stories, I probably wouldn't even wonder or care if they hung together as a collection.Is it too cynical to imagine that Knopf wanted a quick package to ride the Pulitzer tide, and scooped together Women With Men out of old stuff Ford had lying around?All of the above notwithstanding, I have no doubt that Richard Ford's very best writing is in the future, not the past.",2.0,97865,POS,0.6502324342727661,0.09994558990001678,0.2498219907283783,negative,NEG
Sea-Doo Water Vehicles Shop Manual: 1997-2001 (Clymer Personal Watercraft),['Penton Staff'],['Sports & Recreation'],Sea-Doo Water Vehicles 1997-20,ce livre est tres bien j'aurai aimer savoir si il existe aussi dans la langue franaise meri &agrave; tres bientot,3.0,125693,NEU,0.0549653135240078,0.010103845037519932,0.9349308609962463,neutral,POS
Galapagos: World's End,['William Beebe'],['Galápagos Islands'],"In 1835, Charles Darwin observed variations among the Galapagos Islands' species that inspired him to formulate the theory of natural selection. Eighty-eight years later, in 1923, a scientific expedition sponsored by the New York Zoological Society followed in Darwin's wake. Led by the author, a biologist and explorer, the scientists visited the the islands to study and obtain specimens of indigenous plants and animals. This is his personal account of that expedition. He recounts the expedition's productive results, including specimens of 60 species previously unknown to science, and an unparalleled accumulation of data that stimulated many scientific papers and new avenues of naturalistic inquiry.","In anticipation of a forthcoming trip to the Galapagos a visit to the local library turned up this 1924 book by Wm Beebe. Somewhat to my astonishment, the book captivated me. Wm Beebe (1877-1962) was not (as I heretofore had thought) merely a one-dimensioned, deep sea explorer. World traveler, naturalist, director of the NY Zoological Society -- he wrote books ranging from birding to jungle exploration. Beebe turns out to have been an early 20th century Loren Eiseley. This book records a 1923 trip undertaken by fourteen scientists from New York to the Galapagos in a steam power yacht, provided by a wealthy patron. They were later to learn that it was more suited to ladies &quot;sipping tea&quot; than oceanic cruising. They discovered to their astonishment that it was &quot;neither an inexhaustible reservoir of fresh water, nor a floating coal mine&quot;. They had to cut short their Galapagos collecting and beat an unplanned retreat to Panama for more provisions. Beebe is a very readable author, with many a well turned phrase sprinkled thru the book. He describes the ocean voyage as, &quot;... driving a momentary wedge thru sunshine, wind, and water...&quot; Later, in a small boat, going ashore in the Galapagos, he describes the gentle swell &quot;...which rose and fell as if the Pacific were breathing quietly and regularly.&quot; Accordingly, when it came time to jump, he appropriately waited for the ocean to &quot;exhale&quot;. He finds both comfort and wonder in contemplating the Darwinian explanation of all he sees. For Beebe, there is an &quot;honour of being one with all about me and in a small way to have at least an understanding...&quot; He marvels, for example, in picking up a crustacean's shell, that having parted ways uncountable millions of years previously, now, quite by accident, they cross again. Beebe deplores both the early sailing depredations of the tortises and the wholesale slaughter of animals by previous scientific expeditions (how many flightless cormorants do you need to get an accurate description?). This expedition restricts themselves to capturing various specimens, which they hauled back to the NYC Zoo. They also took back sacks full of lava rocks, sand, plants, etc with which to make scenic dioramas in the AM Museum of NH. On page 265 one comes across the single most arresting observation in this book. As usual, profundity lies hidden in the details. It seems that Beebe &quot;secured&quot; (his euphimism for collecting) several specimens of different Darwin finches on Daphne, and found to his astonishment that their crops all contained identical food items, despite their differing bill shapes. All, even the heavy beaked birds, for exaple had uncrushed seeds in their crops. He repeated this observations several times, always with the same results. So there is more to the oft repeated, now almost cannonical evolutionary explanation of the differing finch beaks. The various finches are all eating the same things! Natural selection provides what appears to be a reasonable hypothesis to explain the various beaks, but what is really going on? I can think of no less than four explanations, but that is another tale. If anybody reads this and is curious, I am at proode@pol.net.",5.0,27489,POS,0.8920096755027771,0.0014189177891239524,0.10657138377428055,positive,POS
Moral Understandings: A Feminist Study in Ethics,['Margaret Urban Walker'],['Philosophy'],"This is a revised edition of Walker's well-known book in feminist ethics first published in 1997. Walker's book proposes a view of morality and an approach to ethical theory which uses the critical insights of feminism and race theory to rethink the epistemological and moral position of the ethical theorist, and how moral theory is inescapably shaped by culture and history. The main gist of her book is that morality is embodied in ""practices of responsibility"" that express our identities, values, and connections to others in socially patterned ways. Thus ethical theory needs to be empirically informed and politically critical to avoid reiterating forms of socially entrenched bias. Responsible ethical theory should reveal and question the moral significance of social differences. The book engages with, and challenges, the work of contemporary analytic philosophers in ethics. Moral Understandings has been influential in reaching a global audience in ethics and feminist philosophy, as well as in tangential fields like nursing ethics; research ethics; disability ethics; environmental ethics, and social and political theory. This revised edition contains a new preface, a substantive postscript to Chapter 1 about ""the subject of moral philosophy""; the addition of a new chapter on the importance of emotion in practices of responsibility; and the addition of an afterword, which responds to critics of the book.","The book rehashes ethical relativism. It tries to bring in some trendy takes on power, feminism, and Foucauld, but it just commits the relativistic fallacy over and over. Author seems unaware of logical contradictions.",1.0,166277,NEG,0.004592026583850384,0.8976590037345886,0.0977490022778511,negative,NEG
Paul: Follower of Jesus or Founder of Christianity?,['David Wenham'],['Religion'],David Wenham has returned with new vigor to the old question of the relationship of Pauline thought to the life and teachings of Jesus -- back cover.,"David Wenham answers the question posed in the title of his book by affirming that Paul was a follower of Jesus and not some sort of founder of a new religion. The opening chapter, entitled &quot;Introducing the Question&quot;, was helpful in that the author was forthcoming about his methodologies and biases. No scholar is &quot;completely un-biased&quot;, and Wenham deserves credit for sharing the path his argument will follow before blindly leading his reader down it.A convincing argument is made that Paul was aware of far more details of Jesus' life than for which he is often credited. Wenham tries to avoid what he calls &quot;parallelomania&quot; which is the overzealousness of some scholars to find connections between Paul and Jesus in places where they don't actually exist. Some skeptics may find Wenham guilty of what he claims to avoid, but I believe the vast majority of his arguments are highly probable.Wenham groups the connections between Paul and Jesus in degrees of probability. For example, the &quot;highly probable&quot; category includes Paul's knowledge of the Last Supper, resurrection appearances, Jesus' teaching on divorce and others. His next category is simply labelled &quot;probable&quot; and contains such things as Paul's awareness of the baptism of Jesus, the commissioning of Peter, and many more things. He then moves to connections which he considers to be merely &quot;plausible&quot;, and believes Paul's awareness of the Sermon on the Mount, parables of the prodigal son and vineyard tenants, among several other items, fall into this category.By using degrees of probability, I think Wenham safely avoids the charge of &quot;parallelomania&quot;. He doesn't use statements such as &quot;Paul must have known X&quot;. Instead, he uses terminology like &quot;Paul probably knew X&quot; or &quot;It is very likely that Paul was aware of X&quot;. Taken as a cumulative argument, Wenham's case is highly persuasive. The one shortcoming I found with this book was that Wenham fails to adequately interact with those who would say that Paul was the founder of Christianity. Its apparent that Wenham is more than able to meet the task, so my assumption is that he wanted to focus on developing his case without constantly being sidetracked by the need to refute his opponents. If the book is ever revised, it would be great to see him address this issue. Doing so would make this an absolutely perfect book.",4.0,46079,POS,0.5191043019294739,0.0037253533955663443,0.47717031836509705,positive,POS
"Harlow, an intimate biography",['Irving Shulman'],['Biography & Autobiography'],"Harlow, An Intimate Biography, is the biography of Jean Harlow, the first of the typically American love goddesses as well as a presentation of the big-studio feudalism of the Thirties and a near sociological consideration of that American phenomenon, the sex symbol devised for mass consumption.","This is what a biography should never be. It's poorly written, poorly edited and is merely a titillating vehicle for the biographer to get some cheap thrills. It was Garbage.",1.0,11476,NEG,0.002563808811828494,0.979003369808197,0.01843278482556343,negative,NEG
Galapagos: World's End,['William Beebe'],['Galápagos Islands'],"In 1835, Charles Darwin observed variations among the Galapagos Islands' species that inspired him to formulate the theory of natural selection. Eighty-eight years later, in 1923, a scientific expedition sponsored by the New York Zoological Society followed in Darwin's wake. Led by the author, a biologist and explorer, the scientists visited the the islands to study and obtain specimens of indigenous plants and animals. This is his personal account of that expedition. He recounts the expedition's productive results, including specimens of 60 species previously unknown to science, and an unparalleled accumulation of data that stimulated many scientific papers and new avenues of naturalistic inquiry.","""More than 100 splendid illustrations""Nope. No splendid illustrations. Forget about it.There's, according to the book:- 39 drawings- 75 photosBut, according to me, there's:- 16 clipped colored drawings on the book cover and flaps.- 114 flat, whithout contrast, poorly printed black-and-white photos.So, it's basically a text book with some photo's inside. I didn't read it already, but I'm posting this so you don't buy this like me, expecting for ""splendid illustrations"" and ended up with an text book. Poorly impressed. On poor paper.But wait, there's the color cover...I shall update this when finishing reading. I hope the text worth it.",2.0,27489,NEU,0.044685591012239456,0.3781404197216034,0.5771740078926086,negative,NEG
Overture and Finale: Rodgers and Hammerstein and the Creation of Their Two Greatest Hits,['Max Wilk'],['Performing Arts'],"In this tale of the most phenomenal collaboration in Broadway history - that of Richard Rodgers and Oscar Hammerstein II - Overture and Finale revisits the creation of their two most beloved hits: Oklaboma!, their first show together, and The Sound of Music, their last. Full of eyewitness accounts based on interviews with people involved in the original productions, Overture and Finale makes the reader present at the creation of these Rodgers & Hammerstein hits. Among the illustrations there are some rare archival photos from rehearsals and out-of-town tryouts.","if you are an avid rodgers &amp; hammerstein fan, you'll probably know 90% of the anecdotal information in this book, but if you're a casual fan who is desirous of learning more about the most influential writers of mid-20th century american musical theater, this book could serve as a perfect introduction.wilk's writing, as usual, is crisp, and he is always a good reporter. would that he were a bit more into analysis of the overwhelming success of these 2 fine shows, and why they touch so many people and remain more popular than the (imho) artistically superior CAROUSEL, SOUTH PACIFIC, or KING &amp; I...one caveat to theater buffs: if you already own wilk's earlier volume on the making of OKLAHOMA, those chapters are a virtual rehash.this is a worthy -- if not essential -- volume for the library of a fan of musicals.",3.0,56381,POS,0.9364972114562988,0.0012212261790409684,0.06228160485625267,neutral,POS
Atlas Shrugged (2-volume set),['Ayn Rand'],['Fiction'],"Peopled by larger-than-life heroes and villains, charged with towering questions of good and evil, Atlas Shrugged is Ayn Rand’s magnum opus: a philosophical revolution told in the form of an action thriller—nominated as one of America’s best-loved novels by PBS’s The Great American Read. Who is John Galt? When he says that he will stop the motor of the world, is he a destroyer or a liberator? Why does he have to fight his battles not against his enemies but against those who need him most? Why does he fight his hardest battle against the woman he loves? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the amazing men and women in this book. You will discover why a productive genius becomes a worthless playboy...why a great steel industrialist is working for his own destruction...why a composer gives up his career on the night of his triumph...why a beautiful woman who runs a transcontinental railroad falls in love with the man she has sworn to kill. Atlas Shrugged, a modern classic and Rand’s most extensive statement of Objectivism—her groundbreaking philosophy—offers the reader the spectacle of human greatness, depicted with all the poetry and power of one of the twentieth century’s leading artists.","I bought a copy of this wonderfull book to replace a modern hardcover version which was also junk (poorly put togeather, cheap paper). This edition is even worse, the cheapest of binding, very poor ""feel"": by feel I mean how a well put togeather book with a nice cover and quality paper just feels good in hand. ""International Editions"" sounded good so I bit. I am now going to buy a third copy of one of my all time favorite reads and will leave the ""International Edition"" in the free box.KDM",1.0,108595,NEU,0.23058882355690002,0.3597526550292969,0.4096585214138031,negative,NEG
Beach Blanket Atheism: The Beginner's Guide for the Non-Believer,['Edward P. Tolley'],['Religion'],"Atheism hasn't exactly been the topic of a lot of laughs. That is, until now. 'Beach Blanket Atheism' uses laugh-out-loud humour, razor-sharp logic and compelling arguments about this most misunderstood of doctrines. Consisting mainly of quotations and quips from a host of famous scholars, philosophers, celebrities and politicians, this witty work delves deep into scepticism, agnosticism, rationalism, and other topics relating to atheism. A unique, informative and entertaining book for those with an open mind, a love of science or a passion for rational thought.","The author has a great sense of humour, and I always appreciate a writer who does not take himself overly seriously. But here's the problem; a large part of the book is made up of quotes from other authors but with hardly a footnote or specific reference to where the quotes were found. This makes it very difficult to check the context in which the quoted statements were made.And this is not really an investigation of the topic but rather a just a promotion for atheism.",3.0,139824,POS,0.37153080105781555,0.2716761529445648,0.3567931056022644,neutral,NEG
"Social Work in the Health Field: A Care Perspective, Second Edition",['Lois A Cowles'],['Medical'],"Use your social work skills to advocate for more effective health care! Social Work in the Health Field: A Care Perspective, Second Edition updates this comprehensive guide to social work practice and policy issues in the health field. An easy-to-use textbook for graduate and undergraduate courses and a practical guide for social work practitioners, the book will help you meet the demands of the growing population of clients in nursing homes or hospice care and for the decline of traditional hospital-based social work. Complete with an instructor's manual to help you facilitate lectures, class discussions, and tests, this new edition focuses even more strongly than the first on prevention and health promotion at the community level as well as the individual client level, the relevance of social environmental conditions to the health of populations, and the growing importance of social work in the health field. Social Work in the Health Field: A Care Perspective, Second Edition is an overview of social work practice in various health care settings. The book addresses the historical background of social work in health care, theoretical perspectives, organizational considerations, theory and practice of interdisciplinary teamwork, client problems, skill and knowledge requirements, values and ethics considerations, and recent developments in hospital social work. New material in this edition includes: an update on primary health care—how social workers can modify communities and social environmental conditions to reduce social inequities and enhance social supports and integration within populations an updated critique of the health care system in the United States—what social workers need to know and the changes they need to make to advocate effectively updates on research findings and statistical data Praise for the first edition of Social Work in the Health Field: “VERY USEFUL TO STUDENTS. . . . One of the few works available that includes a useful discussion of social work practice in nursing homes.” —Choice “EFFECTIVE. . . . presents generic and special knowledge requirements for social work practice in health care settings, including values, ethics, and issues of diversity.” —Social Work Agenda “The book is CLEARLY WRITTEN, and is thought-provoking concerning the role of the social work practitioner in health settings and the nature of the linkage between health and social care. Despite the fact that it is American in origin, it is of relevance to multi-disciplinary and international audiences and contains much which will be OF INTEREST TO STUDENTS AND EDUCATORS AS WELL AS PRACTITIONERS.” —Journal of Social Work","This book is excellent for an overview of health care in social work or an introductory level course; however, if you need it for a PRACTICE course at the Master's level, this book is pretty worthless. It goes into way too much history, does not focus enough on skill requirements for each setting, the chapters are entire too repetitive, and the focus is entirely too centered on the elderly and excludes other major populations (i.e. children, women, psychosocial issues such as domestic violence and its impact on social work delivery). When the book talks about other ethnicities, it generalizes too much and buys into stereotypical views of the ethnicity in question. In addition, it goes into a lot of depth about interdisciplinary collaboration; however, it only briefly touches on collaboration with external agencies (i.e. CPS, APS, community agencies, etc). This book (as well as the author teaching it) leaves a lot to be desired. It is extremely difficult for students to &quot;critique&quot; the author when the author is not open to criticism. BTW, not 3 months ago, I paid $50+ for this book at the campus bookstore and on here it was listed for $40+ .. now it is at $25+ for a soft cover on here. What a rip off.",2.0,108427,POS,0.5443454384803772,0.08635120838880539,0.36930331587791443,negative,NEG
Garden's Corner: A Novel,['Douglas S. Reed'],['Fiction'],"Little Speedy Copeland leaves Brooklyn to search for, and make peace with, his best friend after Jamal unexpectedly leaves the city while Speedy is recovering from a violent episode which left the Generation X'er with only limited use of his legs. Speedy's extraordinary adventure leads him to Garden's Corner, South Carolina, as he tries to overcome both his physical paralysis and the paralysis of the human spirit as well.","I wasn't sure what to expect. The book really challenged me to try and relate to a character I'm not sure I really wanted to. It was an interesting journey to follow Speedy Copeland, and more satisfying to see him grow during the adventure.I won't say that I'd agree with most or all of the author or character's viewpoints, but I look past that to see where he was going. I wasn't disappointed. It was an emotional trip, no doubt.",3.0,3481,POS,0.966350793838501,0.0021321286913007498,0.031517043709754944,neutral,POS
